timestamp,voltage,percentage
1741365214096163428,14.357999801635742,0.4399999976158142
1741365218524153814,14.361000061035156,0.4399999976158142
1741365223535713104,14.321999549865723,0.4399999976158142
1741365228541286955,14.352999687194824,0.4399999976158142
1741365233553460056,14.291000366210938,0.4399999976158142
1741365238557302901,14.321000099182129,0.4399999976158142
1741365243569072116,14.350000381469727,0.4399999976158142
1741365248576297308,14.35200023651123,0.4399999976158142
1741365253583187613,14.347999572753906,0.4399999976158142
1741365258590661321,14.343999862670898,0.4399999976158142
1741365263025809710,14.348999977111816,0.4399999976158142
