timestamp,current_ma_left,current_ma_right,pwm_left,pwm_right,wheels_enabled
1741365243084374681,0,0,0,0,True
1741365243117148740,0,0,0,0,True
1741365243152146894,0,0,0,0,True
1741365243179603343,0,0,0,0,True
1741365243214501479,0,0,0,0,True
1741365243245800919,0,0,0,0,True
1741365243277204470,0,0,0,0,True
1741365243310818078,0,0,0,0,True
1741365243342835865,0,0,0,0,True
1741365243374568543,0,0,0,0,True
1741365243405887594,0,0,0,0,True
1741365243438211489,0,0,0,0,True
1741365243469381245,0,0,0,0,True
1741365243503424517,0,0,0,0,True
1741365243533441911,0,0,0,0,True
1741365243567086038,0,0,0,0,True
1741365243597424392,0,0,0,0,True
1741365243629408512,119,103,4989,-5030,True
1741365243661110505,261,303,6101,-12033,True
1741365243696901857,298,300,12796,-12404,True
1741365243725868055,201,214,13679,-13310,True
1741365243757999211,70,149,10929,-12214,True
1741365243790382051,99,89,10487,-10583,True
1741365243820103335,108,78,10452,-10528,True
1741365243855831558,74,115,8709,-10715,True
1741365243884681868,85,88,8797,-10111,True
1741365243917026319,88,109,8829,-10525,True
1741365243951076665,34,106,8511,-10443,True
1741365243980674580,29,83,8537,-10011,True
1741365244014005154,19,95,9417,-10354,True
1741365244045788998,37,124,9864,-10781,True
1741365244076685422,38,77,9803,-9847,True
1741365244110061903,21,71,7789,-8933,True
1741365244144035823,48,17,5084,-5785,True
1741365244173836997,108,19,887,-2152,True
1741365244206561686,53,89,0,0,True
1741365244237519610,0,4,0,0,True
1741365244270390390,0,0,0,0,True
1741365244304902436,0,0,0,0,True
1741365244332269090,0,0,0,0,True
1741365244366139808,0,0,0,0,True
1741365244400303616,0,0,0,0,True
1741365244434959828,178,121,5030,5030,True
1741365244468311513,135,168,6585,6543,True
1741365244496195181,261,350,12224,11471,True
1741365244525495358,188,201,11844,12540,True
1741365244557730143,141,189,13001,14103,True
1741365244590226704,184,195,16778,16202,True
1741365244620823501,128,219,17732,18491,True
1741365244656341188,137,158,21248,20065,True
1741365244683221438,135,196,23020,22307,True
1741365244717628041,165,177,24429,23913,True
1741365244751301130,196,195,26940,26134,True
1741365244781102285,156,204,29096,27766,True
1741365244814380822,258,181,29864,29728,True
1741365244847362361,161,189,31826,31768,True
1741365244877213663,150,178,32767,32767,True
1741365244911234843,144,74,29756,30205,True
1741365244942675800,33,26,30229,27906,True
1741365244975150602,16,15,24573,23519,True
1741365245006618319,15,24,21144,20992,True
1741365245038006258,20,19,19159,19851,True
1741365245069813954,22,24,16659,17623,True
1741365245103751727,41,22,17222,16291,True
1741365245133537178,21,23,14770,14249,True
1741365245181691014,25,27,12483,11423,True
1741365245213669672,44,37,9545,9089,True
1741365245247004727,24,30,8040,7301,True
1741365245277598931,21,36,6051,5472,True
1741365245311064893,14,40,5898,5232,True
1741365245343029254,95,142,10796,10309,True
1741365245373363849,185,217,14277,14348,True
1741365245405146471,309,274,19101,17110,True
1741365245437507699,215,208,16985,17864,True
1741365245469553449,163,182,19412,20068,True
1741365245502910022,161,202,22442,22416,True
1741365245533997112,257,190,23227,24124,True
1741365245564725186,182,169,28181,25995,True
1741365245598405534,175,203,29166,28133,True
1741365245629811381,209,200,29595,30540,True
1741365245661986630,184,175,32240,31860,True
1741365245695945458,175,172,32767,32767,True
1741365245725373837,130,121,30178,32767,True
1741365245770810008,78,90,31613,32423,True
1741365245790598717,123,101,31047,32745,True
1741365245821276624,85,51,29575,30015,True
1741365245855041695,42,23,25720,27488,True
1741365245885248309,23,17,24935,23500,True
1741365245916279326,18,19,22321,21805,True
1741365245951981678,23,19,19162,19747,True
1741365245981276966,22,22,18332,17914,True
1741365246013894804,26,21,18017,15947,True
1741365246046688455,33,28,15850,14549,True
1741365246075325767,24,24,14438,12563,True
1741365246110335050,32,24,11514,10361,True
1741365246142973388,19,29,7999,8547,True
1741365246173459241,31,33,6877,6639,True
1741365246206467373,59,53,5260,4386,True
1741365246237999107,45,65,2518,2555,True
1741365246272318711,22,72,748,146,True
1741365246302789435,19,10,0,0,True
1741365246333633582,0,0,0,0,True
1741365246364858022,0,0,0,0,True
1741365246396989678,0,0,0,0,True
1741365246430403751,0,0,0,0,True
1741365246461096085,0,0,0,0,True
1741365246495083672,0,0,0,0,True
1741365246524611254,0,0,0,0,True
1741365246557511127,0,0,0,0,True
1741365246591714695,0,0,0,0,True
1741365246621183778,0,0,0,0,True
1741365246655407770,0,0,0,0,True
1741365246685655237,0,0,0,0,True
1741365246717087546,0,0,0,0,True
1741365246752704233,0,0,0,0,True
1741365246781328785,0,0,0,0,True
1741365246815823720,0,0,0,0,True
1741365246845899132,0,0,0,0,True
1741365246877494718,0,0,0,0,True
1741365246911130475,0,0,0,0,True
1741365246943096151,0,0,0,0,True
1741365246973538838,0,0,0,0,True
1741365247005588105,0,0,0,0,True
1741365247037775761,0,0,0,0,True
1741365247069137331,0,0,0,0,True
1741365247103124807,0,0,0,0,True
1741365247133631771,0,0,0,0,True
1741365247165170672,0,0,0,0,True
1741365247199041964,0,0,0,0,True
1741365247229456411,0,0,0,0,True
1741365247261431901,0,0,0,0,True
1741365247295359674,0,0,0,0,True
1741365247326342654,0,0,0,0,True
1741365247358851159,0,0,0,0,True
1741365247392417879,0,0,0,0,True
1741365247421869592,0,0,0,0,True
1741365247456874301,0,0,0,0,True
1741365247484839339,0,0,0,0,True
1741365247517212253,47,73,2388,2388,True
1741365247555093960,252,208,9755,9762,True
1741365247582490669,267,237,10349,10425,True
1741365247614036348,217,191,11517,11863,True
1741365247645865951,206,142,12326,12916,True
1741365247677050651,161,163,13271,15314,True
1741365247710747204,230,176,17699,17404,True
1741365247740419693,182,164,20771,19058,True
1741365247773813784,221,180,21276,21533,True
1741365247806471640,211,167,22570,23026,True
1741365247838966109,144,178,25567,24486,True
1741365247871128098,156,219,28176,27558,True
1741365247901262102,156,186,29539,29112,True
1741365247933973865,274,187,32204,31296,True
1741365247965971782,121,199,32767,32767,True
1741365247999587187,174,160,32767,32767,True
1741365248029617321,45,45,30332,28306,True
1741365248061069204,50,21,25529,26104,True
1741365248095629565,28,14,24071,22733,True
1741365248126221029,26,25,22323,20137,True
1741365248158024521,22,18,19954,18978,True
1741365248191218244,20,25,16162,16240,True
1741365248221474210,37,21,15959,15039,True
1741365248256523752,24,23,13977,12768,True
1741365248285147712,38,21,11157,11093,True
1741365248317218850,29,26,9857,9055,True
1741365248350600775,31,20,6623,6952,True
1741365248382299786,36,31,4008,5146,True
1741365248414538423,53,26,2071,3260,True
1741365248446630172,18,34,681,661,True
1741365248476614974,16,8,0,208,True
1741365248511924811,0,0,0,0,True
1741365248545806954,0,0,0,0,True
1741365248575066076,0,0,0,0,True
1741365248606822994,0,0,739,739,True
1741365248637968528,124,198,6309,6064,True
1741365248670031796,172,242,8978,9560,True
1741365248702415117,232,208,11658,10798,True
1741365248733683520,189,174,13557,12788,True
1741365248765318124,267,193,15749,14667,True
1741365248798028424,218,187,15643,16638,True
1741365248829975952,205,212,17266,19176,True
1741365248861620001,217,173,20382,20443,True
1741365248893050014,127,199,23292,22750,True
1741365248923988642,185,188,25282,24611,True
1741365248957746009,188,223,25419,26590,True
1741365248990765770,168,225,29851,29036,True
1741365249021185846,135,187,30691,30449,True
1741365249056557275,177,198,32767,32767,True
1741365249083371062,173,168,30945,32767,True
1741365249117724443,78,67,31662,30458,True
1741365249150688760,77,19,27212,27072,True
1741365249181184595,13,14,24999,24504,True
1741365249216845300,19,25,20627,20845,True
1741365249246518048,25,22,18714,19754,True
1741365249283127042,28,21,19463,18161,True
1741365249323956024,29,23,16362,15119,True
1741365249358195628,24,27,14861,13426,True
1741365249393774574,27,23,12338,11193,True
1741365249421314560,21,31,9375,9131,True
1741365249459009139,43,34,7129,6958,True
1741365249484206993,38,59,5683,5049,True
1741365249518149581,24,21,3447,4124,True
1741365249551533136,39,49,1021,875,True
1741365249581452308,17,37,1010,0,True
1741365249614825511,0,0,0,0,True
1741365249647352905,0,0,0,0,True
1741365249677114671,0,0,0,0,True
1741365249711001240,0,0,0,0,True
1741365249742647289,0,0,0,0,True
1741365249774945000,0,0,0,0,True
1741365249805317150,0,0,591,591,True
1741365249836263019,144,181,6129,6129,True
1741365249870688732,154,111,8202,7413,True
1741365249904519284,273,302,10873,11699,True
1741365249934137532,197,187,11791,12939,True
1741365249965693230,190,182,14663,14505,True
1741365249998399141,174,195,16745,16360,True
1741365250031024405,142,205,17928,19082,True
1741365250060979725,201,179,20048,20555,True
1741365250096182544,196,213,24623,22868,True
1741365250125946606,236,190,23844,24486,True
1741365250159036848,160,180,26645,26162,True
1741365250190787100,220,221,27798,29029,True
1741365250222575740,208,181,29264,30269,True
1741365250256022498,215,182,31493,32352,True
1741365250286128373,161,161,32767,32767,True
1741365250318860376,70,55,28297,29263,True
1741365250353125554,83,18,26051,25944,True
1741365250381410646,16,29,24994,22330,True
1741365250414356092,19,19,19835,20720,True
1741365250451574119,18,20,19668,18816,True
1741365250476801288,30,26,17566,17200,True
1741365250510700950,31,22,14841,14786,True
1741365250543713174,20,23,12184,13011,True
1741365250574022048,21,31,10487,11067,True
1741365250606247962,23,20,11324,9640,True
1741365250637957103,17,41,8168,7331,True
1741365250671181529,60,21,4870,5590,True
1741365250703712201,25,30,3741,3366,True
1741365250734789161,18,25,1594,1274,True
1741365250765299459,37,31,0,0,True
1741365250800277909,0,0,0,0,True
1741365250830528468,0,0,0,0,True
1741365250862478089,0,0,0,0,True
1741365250895852754,0,0,0,0,True
1741365250927710265,0,0,0,0,True
1741365250956747888,0,0,0,0,True
1741365250992682479,0,0,0,0,True
1741365251023064148,69,82,-3213,3244,True
1741365251054616216,270,269,-10528,10641,True
1741365251085541603,419,288,-13270,11446,True
1741365251117404262,267,170,-13716,12093,True
1741365251152386990,220,139,-14181,11624,True
1741365251181810943,124,45,-12677,10200,True
1741365251214414374,90,58,-10319,9561,True
1741365251258430370,96,52,-9225,9440,True
1741365251277096031,99,45,-9190,9580,True
1741365251312709236,42,74,-9948,9391,True
1741365251343065831,55,73,-10392,9334,True
1741365251374378957,69,55,-11155,9343,True
1741365251406521594,73,66,-11109,9509,True
1741365251438017496,109,78,-11729,9634,True
1741365251469586749,73,80,-11176,9751,True
1741365251503584243,52,77,-9535,8526,True
1741365251534117578,44,20,-6478,5076,True
1741365251565788386,19,35,-3319,2426,True
1741365251598620926,91,97,0,0,True
1741365251630052865,19,15,0,0,True
1741365251662766387,0,0,0,0,True
1741365251696265848,0,0,0,0,True
1741365251726805423,83,91,3276,3276,True
1741365251758898784,230,252,9470,9421,True
1741365251793195665,321,364,12481,11915,True
1741365251820739410,189,209,13195,11876,True
1741365251855734360,214,176,14570,14000,True
1741365251886423138,220,188,15015,15957,True
1741365251917275100,166,182,18357,17356,True
1741365251953014656,169,181,21025,19678,True
1741365251980254163,142,209,22866,21735,True
1741365252015675610,267,213,22193,23720,True
1741365252046054482,171,191,26589,25389,True
1741365252077135369,216,186,26629,26903,True
1741365252110943161,178,197,30730,29635,True
1741365252141643587,290,222,30992,31739,True
1741365252174678792,184,171,31578,32767,True
1741365252206306081,147,136,32767,31896,True
1741365252237722706,107,49,27445,28932,True
1741365252270608690,50,17,24164,25517,True
1741365252301685909,23,20,22386,21885,True
1741365252334890225,29,19,20660,20357,True
1741365252365299041,33,21,19255,18102,True
1741365252398810206,24,21,15458,16817,True
1741365252431227620,31,22,15475,14709,True
1741365252460845868,29,19,14142,12863,True
1741365252496138853,53,18,10755,10996,True
1741365252525604029,22,26,10001,8916,True
1741365252558749585,40,22,6622,7315,True
1741365252590820594,24,29,4190,5201,True
1741365252622019109,84,83,9040,8544,True
1741365252657032374,187,162,13228,12347,True
1741365252686254070,361,334,17128,17306,True
1741365252717578769,193,229,17441,18344,True
1741365252752463109,168,194,19145,20032,True
1741365252781548194,182,188,20753,21694,True
1741365252815882261,229,170,23928,23834,True
1741365252848323415,243,191,26336,25401,True
1741365252877579573,239,193,27076,27619,True
1741365252911878880,187,197,30431,29400,True
1741365252942048940,183,196,31382,31135,True
1741365252975939028,172,175,32767,32767,True
1741365253018536034,136,140,32767,32767,True
1741365253039355532,149,117,30567,32767,True
1741365253070104772,133,103,32767,32673,True
1741365253103630603,91,102,30112,31942,True
1741365253133874736,63,42,29040,29036,True
1741365253165984670,30,25,26332,26589,True
1741365253199199726,14,16,22399,23447,True
1741365253250877648,17,20,0,0,True
1741365253339789005,0,8,0,0,True
1741365253359252660,0,0,0,0,True
1741365253390651766,0,0,0,0,True
1741365253422867033,0,0,0,0,True
1741365253456783787,0,0,0,0,True
1741365253484219329,0,0,0,0,True
1741365253517524551,0,0,0,0,True
1741365253551628563,0,0,0,0,True
1741365253581995140,0,0,0,0,True
1741365253615157011,0,0,0,0,True
1741365253645604198,0,0,0,0,True
1741365253677951945,0,0,0,0,True
1741365253711189205,0,0,0,0,True
1741365253745962471,0,0,0,0,True
1741365253774332155,0,0,0,0,True
1741365253808962978,0,0,591,591,True
1741365253837900380,169,166,6267,6267,True
1741365253870294682,207,333,9111,9891,True
1741365253902110230,265,281,11556,12522,True
1741365253934884270,248,238,12605,14054,True
1741365253965297939,249,241,15529,15802,True
1741365253998541457,210,270,17699,17708,True
1741365254030901742,197,237,19070,19842,True
1741365254062390625,335,238,21723,21899,True
1741365254095233054,276,305,25274,24097,True
1741365254126819955,278,274,25976,25924,True
1741365254158518373,187,236,27812,26845,True
1741365254192126186,230,207,28447,28882,True
1741365254221901285,306,265,31438,31892,True
1741365254255753910,224,249,32767,32767,True
1741365254285848562,214,224,32767,32767,True
1741365254316537174,129,272,30714,32767,True
1741365254352045750,211,257,32767,30970,True
1741365254381673887,229,180,28417,28439,True
1741365254415167756,181,62,28052,24927,True
1741365254446595621,145,74,23834,23401,True
1741365254476074389,122,96,22119,21746,True
1741365254511745297,33,70,18167,18656,True
1741365254544203914,33,25,14470,15800,True
1741365254574606064,36,35,13065,14152,True
1741365254606527426,31,63,10788,12736,True
1741365254639462854,21,78,10630,11270,True
1741365254670301223,92,87,10309,9528,True
1741365254703798870,41,76,7483,7280,True
1741365254735084588,75,82,5179,5358,True
1741365254766027141,82,104,2944,2788,True
1741365254798329111,5,11,1631,1757,True
1741365254831308391,0,1,0,0,True
1741365254862339296,0,0,0,0,True
1741365254896322846,0,0,0,0,True
1741365254925360377,0,0,0,0,True
1741365254958064122,0,0,591,591,True
1741365254992795259,210,222,7345,7345,True
1741365255021961400,250,182,10287,8691,True
1741365255055608360,373,368,13152,13021,True
1741365255085934288,322,349,13982,15209,True
1741365255117797909,254,335,17165,16870,True
1741365255152733527,314,283,19116,18910,True
1741365255182234536,247,284,21460,20619,True
1741365255215047928,323,263,24080,22265,True
1741365255246469163,330,293,24964,24252,True
1741365255278296007,330,290,25790,26043,True
1741365255311687506,323,268,27855,28812,True
1741365255343568312,307,288,29026,30787,True
1741365255374533051,253,332,32767,32616,True
1741365255406407912,263,266,31080,32767,True
1741365255438312348,249,245,32767,32767,True
1741365255469670491,173,205,30583,31215,True
1741365255504177464,103,138,28697,28638,True
1741365255534527281,82,73,27165,25824,True
1741365255566273496,83,74,24720,23976,True
1741365255598655465,129,54,21002,22035,True
1741365255630020553,91,55,18548,19420,True
1741365255662142598,89,78,17837,18207,True
1741365255695437375,112,101,18083,16456,True
1741365255725676045,94,95,14062,14546,True
1741365255758231606,95,74,13146,12933,True
1741365255793251945,53,115,9809,10911,True
1741365255820719857,36,120,7813,9102,True
1741365255857098594,18,53,4851,6627,True
1741365255885490703,44,37,3764,3730,True
1741365255918346206,4,9,832,1651,True
1741365255953828653,0,0,0,0,True
1741365255980244425,1,0,0,0,True
1741365256015356448,0,0,0,0,True
1741365256046592278,0,0,0,0,True
1741365256078034179,0,0,0,0,True
1741365256110483278,0,0,0,0,True
1741365256140930335,0,0,0,0,True
1741365256175059810,0,0,0,0,True
1741365256207408169,0,0,0,0,True
1741365256238367019,0,0,0,0,True
1741365256272378550,0,0,0,0,True
1741365256305451459,0,0,0,0,True
1741365256335949701,0,0,0,0,True
1741365256365600320,0,0,0,0,True
1741365256398597451,0,0,0,0,True
1741365256430259870,0,0,0,0,True
1741365256462318508,0,0,0,0,True
1741365256495995413,0,0,0,0,True
1741365256525805715,0,0,0,0,True
1741365256558381887,0,0,0,0,True
1741365256590811004,0,0,0,0,True
1741365256621340616,0,0,0,0,True
1741365256656513121,0,0,0,0,True
1741365256686043722,0,0,0,0,True
1741365256717717381,0,0,0,0,True
1741365256752000207,0,0,0,0,True
1741365256781180978,0,0,0,0,True
1741365256815513692,0,0,0,0,True
1741365256847367387,0,0,0,0,True
1741365256877508669,0,0,0,0,True
1741365256912730044,0,0,0,0,True
1741365256943457080,0,0,0,0,True
1741365256973600640,0,0,0,0,True
1741365257008025502,0,0,0,0,True
1741365257038142173,0,0,0,0,True
1741365257071369580,0,0,0,0,True
1741365257105797609,0,0,0,0,True
1741365257136553256,0,0,0,0,True
1741365257165522732,0,0,0,0,True
1741365257198268995,0,0,0,0,True
1741365257230326041,0,0,0,0,True
1741365257261783646,0,0,0,0,True
1741365257297121890,0,0,0,0,True
1741365257324325416,0,0,0,0,True
1741365257359341329,0,0,0,0,True
1741365257391045562,0,0,0,0,True
1741365257421688248,0,0,0,0,True
1741365257459659510,0,0,0,0,True
1741365257483888149,0,0,0,0,True
1741365257518378714,0,0,0,0,True
1741365257551697862,0,0,0,0,True
1741365257581599034,0,0,0,0,True
1741365257617549293,0,0,0,0,True
1741365257647821351,0,0,0,0,True
1741365257677786116,0,0,0,0,True
1741365257711617000,0,0,0,0,True
1741365257743071421,0,0,0,0,True
1741365257774851154,0,0,0,0,True
1741365257805998613,0,0,0,0,True
1741365257839128799,0,0,0,0,True
1741365257870013224,0,0,0,0,True
1741365257904450326,0,0,0,0,True
1741365257935167549,0,0,0,0,True
1741365257967007207,0,0,0,0,True
1741365257998659070,0,0,0,0,True
1741365258031707683,0,0,0,0,True
1741365258061578578,0,0,0,0,True
1741365258095857867,0,0,0,0,True
1741365258124933915,0,0,0,0,True
1741365258158718726,0,0,0,0,True
1741365258193378568,0,0,0,0,True
1741365258222378543,0,0,0,0,True
1741365258255238787,0,0,0,0,True
1741365258286221044,0,0,0,0,True
1741365258317533891,0,0,0,0,True
1741365258352802599,0,0,0,0,True
1741365258381164060,0,0,0,0,True
1741365258415234425,0,0,0,0,True
1741365258446958269,0,0,0,0,True
1741365258476185835,0,0,0,0,True
1741365258511545079,0,0,0,0,True
1741365258543701217,0,0,0,0,True
1741365258574558623,0,0,0,0,True
1741365258609907293,0,0,0,0,True
1741365258636980227,0,0,0,0,True
1741365258671027517,0,0,0,0,True
1741365258703673910,0,0,0,0,True
1741365258735154590,0,0,0,0,True
1741365258765658054,0,0,0,0,True
1741365258799449513,0,0,0,0,True
1741365258831215135,0,0,0,0,True
1741365258862114911,0,0,0,0,True
1741365258895187542,0,0,0,0,True
1741365258925810413,0,0,0,0,True
1741365258957971143,0,0,0,0,True
1741365258992828206,0,0,0,0,True
1741365259021499406,0,0,0,0,True
1741365259055734454,0,0,0,0,True
1741365259086316992,0,0,0,0,True
1741365259118031392,0,0,0,0,True
1741365259153360395,0,0,0,0,True
1741365259183095958,0,0,0,0,True
1741365259216561438,0,0,0,0,True
1741365259247084958,0,0,0,0,True
1741365259277436238,0,0,0,0,True
1741365259311606009,0,0,0,0,True
1741365259343862646,0,0,0,0,True
1741365259375468528,0,0,0,0,True
1741365259407736146,0,0,0,0,True
1741365259445044561,0,0,0,0,True
1741365259470049732,0,0,0,0,True
1741365259504106263,0,0,0,0,True
1741365259534685283,0,0,0,0,True
1741365259565780224,0,0,0,0,True
1741365259598834781,0,0,0,0,True
1741365259630243665,0,0,0,0,True
1741365259662609023,0,0,0,0,True
1741365259696103503,0,0,0,0,True
1741365259726335284,0,0,0,0,True
1741365259758815178,0,0,0,0,True
1741365259791083056,0,0,0,0,True
1741365259822065387,0,0,0,0,True
1741365259856863172,0,0,0,0,True
1741365259885512854,0,0,0,0,True
1741365259917873712,0,0,0,0,True
1741365259953731341,0,0,0,0,True
1741365259980653776,0,0,0,0,True
1741365260015017990,0,0,0,0,True
1741365260046651020,0,0,0,0,True
1741365260078085719,0,0,0,0,True
1741365260110994092,0,0,0,0,True
1741365260140987467,0,0,0,0,True
1741365260174939610,0,0,0,0,True
1741365260207039470,0,0,0,0,True
1741365260246140076,0,0,0,0,True
1741365260273031881,0,0,0,0,True
1741365260305639405,0,0,0,0,True
1741365260335458892,0,0,0,0,True
1741365260367711585,0,0,0,0,True
1741365260398531658,0,0,0,0,True
1741365260430510926,0,0,0,0,True
1741365260462048735,0,0,0,0,True
1741365260497900587,0,0,0,0,True
1741365260525449424,0,0,0,0,True
1741365260558557444,0,0,0,0,True
1741365260591586205,0,0,0,0,True
1741365260622149169,0,0,0,0,True
1741365260656514679,0,0,0,0,True
1741365260686255538,0,0,0,0,True
1741365260719084263,0,0,0,0,True
1741365260752681483,0,0,0,0,True
1741365260781198887,0,0,0,0,True
1741365260815344659,0,0,0,0,True
1741365260847336205,0,0,0,0,True
1741365260879135493,0,0,0,0,True
1741365260911020003,0,0,0,0,True
1741365260945092886,0,0,0,0,True
1741365260974972762,0,0,0,0,True
1741365261006729977,0,0,0,0,True
1741365261038409507,0,0,0,0,True
1741365261070901512,0,0,0,0,True
1741365261106318145,0,0,0,0,True
1741365261133872056,0,0,0,0,True
1741365261166220081,0,0,0,0,True
1741365261198978659,0,0,0,0,True
1741365261231814681,0,0,0,0,True
1741365261263092954,0,0,0,0,True
1741365261296915487,0,0,0,0,True
1741365261327194194,0,0,0,0,True
1741365261358680243,0,0,0,0,True
1741365261391585153,0,0,0,0,True
1741365261422522263,0,0,0,0,True
1741365261457847803,0,0,0,0,True
1741365261487343534,0,0,0,0,True
1741365261517856924,0,0,0,0,True
1741365261552452711,0,0,0,0,True
1741365261581827424,0,0,0,0,True
1741365261618219494,0,0,0,0,True
1741365261647082730,0,0,0,0,True
1741365261678739426,0,0,0,0,True
1741365261710885638,0,0,0,0,True
1741365261743414699,0,0,0,0,True
1741365261775051859,0,0,0,0,True
1741365261807182830,0,0,0,0,True
1741365261838603621,0,0,0,0,True
1741365261870842054,0,0,0,0,True
1741365261903498836,0,0,0,0,True
1741365261934893590,0,0,0,0,True
1741365261964387969,0,0,0,0,True
1741365261999366012,0,0,0,0,True
1741365262030969913,0,0,0,0,True
1741365262063043533,0,0,0,0,True
1741365262096315718,0,0,0,0,True
1741365262126026280,0,0,0,0,True
1741365262158369435,0,0,0,0,True
1741365262191196142,0,0,0,0,True
1741365262222299954,0,0,0,0,True
1741365262256433855,0,0,0,0,True
1741365262284833964,0,0,0,0,True
1741365262319393732,0,0,0,0,True
1741365262352137014,0,0,0,0,True
1741365262382024686,0,0,0,0,True
1741365262414394063,0,0,0,0,True
1741365262452492676,0,0,0,0,True
1741365262478681079,0,0,0,0,True
1741365262512167651,0,0,0,0,True
1741365262543889588,0,0,0,0,True
1741365262575339416,0,0,0,0,True
1741365262607917384,0,0,0,0,True
1741365262640134984,0,0,0,0,True
1741365262670484950,0,0,0,0,True
1741365262703673450,0,0,0,0,True
1741365262734584967,0,0,0,0,True
1741365262766128109,0,0,0,0,True
1741365262797102366,0,0,0,0,True
1741365262831464580,0,0,0,0,True
1741365262861820083,0,0,0,0,True
1741365262896690979,0,0,0,0,True
1741365262925629121,0,0,0,0,True
1741365262960190167,0,0,0,0,True
1741365262992922782,0,0,0,0,True
1741365263023927131,0,0,0,0,True
1741365263056578358,0,0,0,0,True
1741365263086094607,0,0,0,0,True
1741365263117390936,0,0,0,0,True
