timestamp,pos_x,pos_y,pos_z,orient_x,orient_y,orient_z,vel_x,vel_y,vel_z
1741365213586841690,-0.1203107237815857,0.003164007095620036,-0.0010020934278145432,0.010047979652881622,0.0003589274419937283,0.9999324083328247,4.5091707439299316e-07,-4.771409618304091e-07,-1.7011903845843915e-09
1741365213596039827,-0.1203107237815857,0.003164007095620036,-0.0010020934278145432,0.010046401992440224,0.00035585887962952256,0.9999324679374695,0.0,0.0,0.0
1741365213713513662,-0.12031076848506927,0.003164055524393916,-0.0010020927293226123,0.010042930953204632,0.00034838338615372777,0.9999324679374695,6.280809762993601e-07,-6.6460840177358e-07,-2.3752616446416646e-09
1741365213747741321,-0.12031076848506927,0.003164055524393916,-0.0010020927293226123,0.010042151436209679,0.00034634870826266706,0.9999324679374695,0.0,0.0,0.0
1741365213794242484,-0.12031079083681107,0.003164079738780856,-0.0010020923800766468,0.01004223432391882,0.0003418467240408063,0.9999324679374695,4.450098940724853e-07,-4.7089078304823353e-07,-1.6881726292969183e-09
1741365213845066246,-0.12031079083681107,0.003164079738780856,-0.0010020923800766468,0.01004223432391882,0.0003418467240408063,0.9999324679374695,0.0,0.0,0.0
1741365213897831012,-0.12031081318855286,0.003164103953167796,-0.0010020920308306813,0.010046432726085186,0.00033956143306568265,0.9999324679374695,4.533041389414042e-07,-4.796676243268423e-07,-1.7240542145025316e-09
1741365213950333854,-0.12031081318855286,0.003164103953167796,-0.0010020920308306813,0.010046432726085186,0.00033956143306568265,0.9999324679374695,0.0,0.0,0.0
1741365213998440654,-0.12031081318855286,0.003164103953167796,-0.0010020920308306813,0.010046432726085186,0.00033956143306568265,0.9999324679374695,0.0,0.0,0.0
1741365214045349703,-0.12031083554029465,0.003164128167554736,-0.0010020916815847158,0.010057124309241772,0.00033630323014222085,0.9999323487281799,3.228376966880755e-07,-3.416136054231786e-07,-1.2321139064071553e-09
1741365214097539122,-0.12031083554029465,0.003164128167554736,-0.0010020916815847158,0.010057124309241772,0.00033630323014222085,0.9999323487281799,0.0,0.0,0.0
1741365214143365623,-0.12031083554029465,0.003164128167554736,-0.0010020916815847158,0.010057124309241772,0.00033630323014222085,0.9999323487281799,0.0,0.0,0.0
